penalty_couple_number
718
penalty_number
1.0d10

559	66817	39429
560	66825	39507
561	8382	39586
562	8265	39509
563	8147	39587
564	8036	39665
565	8158	39743
566	8277	39824
567	8397	39907
568	8521	39990
569	8645	40071
570	8523	57420
571	8400	57428
572	8281	57435
573	8401	57442
574	8524	57450
575	8646	57456
576	8763	57462
577	8648	57467
578	8528	57469
579	8649	57465
580	8764	57468
581	8872	57463
582	8982	57335
583	9095	57345
584	9208	57356
585	9319	57366
586	9427	57374
587	9535	57379
588	9642	57376
589	9750	57378
590	9861	57372
591	9977	57377
592	10098	57369
593	10228	57363
594	10359	57371
595	10484	40780
596	10361	40701
597	10485	40617
598	10612	40531
599	10749	40618
600	10894	40533
601	11043	40613
602	11191	40699
603	11336	40777
604	11481	40854
605	11625	40775
606	11770	40853
607	11910	40773
608	12044	40852
609	12168	40778
610	12283	40698
611	12389	40779
612	12493	40851
613	12601	40920
614	12709	40850
615	12821	40921
616	49995	40848
617	49989	40768
618	49981	40685
619	49974	40598
620	49967	40513
621	49959	40601
622	49950	40688
623	49942	40766
624	49935	40846
625	49929	40919
626	49924	40845
627	49921	40918
628	49919	40984
629	49748	41053
630	49749	41122
631	49751	41054
632	49754	40989
633	49758	41057
634	49763	41125
635	49770	41192
636	49778	41256
637	49787	41321
638	49797	41382
639	49807	41441
640	49815	41497
641	49821	41548
642	49828	41599
643	17294	41651
644	17133	41601
645	17296	41653
646	17449	41705
647	17596	41758
648	17739	41816
649	17883	41874
650	17741	41930
651	17884	41979
652	18023	42021
653	18160	41982
654	18303	41934
655	18454	41878
656	18612	41819
657	18775	41761
658	18935	41820
659	19087	41879
660	19233	41935
661	19381	41886
662	19541	41938
663	19705	41983
664	49669	41936
665	49662	41882
666	49654	41825
667	49645	41771
668	49637	41830
669	49630	41773
670	49624	41831
671	49619	41887
672	49616	41939
673	49614	41984
674	49446	42022
675	49447	42058
676	49449	42092
677	49452	42127
678	49456	42162
679	49461	42198
680	49468	42235
681	49476	42271
682	49485	42301
683	49495	42323
684	49505	42339
685	25579	42350
686	25408	42343
687	25226	42353
688	25036	42359
689	25227	42364
690	25038	42681
691	24846	42688
692	25033	42696
693	24841	42702
694	25032	42708
695	25223	42713
696	25406	42715
697	25578	42711
698	25404	42714
699	25577	42709
700	25744	42508
701	25909	42519
702	26070	42531
703	26229	42541
704	26389	42548
705	26546	42543
706	26706	42547
707	26869	42539
708	27041	42546
709	27216	42549
710	27392	42544
711	27571	42451
712	27751	42447
713	27932	42440
714	28121	42448
715	28316	42445
716	28511	42450
717	591	28119
718	761	28894
