penalty_couple_number
718
penalty_number
1.0d10

1	1	28706
2	3	28896
3	5	67264
4	7	67266
5	9	67269
6	11	67273
7	13	67279
8	16	67286
9	19	67294
10	22	67304
11	25	67314
12	29	67322
13	33	67328
14	37	67334
15	41	67340
16	45	67346
17	49	67351
18	53	67350
19	57	67352
20	62	67347
21	68	67206
22	75	67218
23	83	67230
24	92	67220
25	103	67231
26	116	67242
27	130	67252
28	146	67259
29	163	67263
30	181	67261
31	201	67256
32	224	67262
33	250	67257
34	278	67248
35	307	67241
36	339	67251
37	373	67258
38	409	67249
39	447	67238
40	484	27742
41	450	27569
42	487	27749
43	524	27930
44	559	28119
45	621	28314
46	650	28509
47	679	28704
48	708	28895
49	735	29075
50	787	28894
51	813	29074
52	839	28891
53	865	29073
54	890	29251
55	68479	29072
56	68482	28889
57	68487	28697
58	68493	28500
59	68501	28304
60	68509	28108
61	68518	27917
62	68527	27735
63	68535	27555
64	68543	27377
65	68552	27205
66	68558	27030
67	68565	27201
68	68572	27025
69	68575	26854
70	68570	26691
71	68574	26853
72	68568	27023
73	68573	27199
74	68576	27375
75	68578	27553
76	68581	27733
77	68586	27915
78	68592	28105
79	68599	28303
80	68607	28499
81	68616	28685
82	68624	28877
83	68631	29060
84	68638	29240
85	68646	29421
86	68652	29250
87	68658	29430
88	68662	29613
89	68664	29802
90	68660	29993
91	68663	30182
92	2118	30372
93	2064	30181
94	2120	29991
95	2179	30180
96	2242	29989
97	2302	29797
98	2355	29607
99	2406	29796
100	2456	29988
101	69064	29795
102	69066	29605
103	69069	29422
104	69074	29242
105	69080	29063
106	69087	28888
107	69095	28696
108	69104	28497
109	69113	28684
110	69121	28876
111	69129	29059
112	69138	28874
113	69145	28680
114	69152	28481
115	69158	28282
116	69161	28084
117	69156	28281
118	69160	28480
119	69154	28679
120	69159	28873
121	69162	29039
122	69164	28850
123	69167	28651
124	69172	28449
125	69178	28652
126	69185	28851
127	69193	29040
128	69202	29222
129	69211	29404
130	69219	29590
131	69227	29414
132	69236	29598
133	69243	29788
134	69250	29980
135	69256	30173
136	69258	30365
137	69254	30563
138	69257	30765
139	69252	30964
140	3811	31159
141	3744	30965
142	3813	31158
143	69730	30963
144	69733	30764
145	69738	30562
146	69744	30363
147	69751	30170
148	69759	29977
149	69768	29783
150	69777	29592
151	69785	29408
152	69793	29228
153	69802	29048
154	69809	28862
155	69816	28664
156	69822	28461
157	69825	28663
158	69820	28861
159	69824	28672
160	69818	28860
161	69823	29047
162	69904	29227
163	69906	29407
164	69909	29591
165	69914	29418
166	69920	29602
167	69927	29792
168	69935	29985
169	69944	30177
170	69952	30369
171	69959	30568
172	69966	30770
173	69974	30969
174	69979	31163
175	69985	31344
176	69990	31515
177	69992	31680
178	69988	31850
179	69991	32022
180	5967	32184
181	5891	32023
182	5969	31854
183	6053	32024
184	6143	32185
185	6240	32338
186	6339	32492
187	6442	32644
188	6554	32793
189	6674	32931
190	70418	32791
191	70427	32641
192	70436	32790
193	70444	32930
194	70452	33067
195	70461	33188
196	70467	33048
197	70474	32910
198	70481	32770
199	70484	32618
200	70479	32765
201	70483	32612
202	70477	32462
203	70482	32611
204	70485	32764
205	70487	32609
206	70490	32763
207	70495	32909
208	70501	33047
209	70508	33187
210	70516	33334
211	70525	33486
212	70534	33640
213	70542	33800
214	70551	33968
215	70557	34135
216	70565	34303
217	10900	34467
218	10756	34305
219	10620	34461
220	10757	34298
221	10901	34462
222	11049	34627
223	10903	34798
224	11050	34975
225	11197	35157
226	11342	34977
227	71242	34801
228	71251	34978
229	71259	35156
230	71266	35335
231	71273	35178
232	71281	35000
233	71287	35177
234	71293	34997
235	71298	34821
236	71300	34650
237	71296	34486
238	71299	34322
239	71294	34482
240	71124	34646
241	71126	34817
242	71129	34993
243	71133	35173
244	71139	35351
245	71146	35528
246	71155	35707
247	71164	35886
248	71173	36070
249	71181	36253
250	71188	36434
251	71195	36613
252	71203	36788
253	71208	36960
254	15120	37128
255	14951	36962
256	14789	37129
257	14952	37282
258	15121	37438
259	14956	37580
260	15123	37714
261	15293	37842
262	71625	37715
263	71632	37582
264	71641	37441
265	71650	37583
266	71660	37716
267	71669	37585
268	71677	37445
269	71685	37579
270	71694	37711
271	71700	37841
272	71707	37713
273	71714	37833
274	71717	37960
275	71712	38081
276	71716	38202
277	71710	38323
278	71715	38444
279	71718	38565
280	71720	38683
281	71723	38800
282	71728	38913
283	71734	39020
284	71741	39126
285	71749	39228
286	71758	39323
287	71767	39413
288	71775	39497
289	71784	39576
290	71790	39654
291	71798	39732
292	71805	39812
293	71810	39895
294	71811	39978
295	19729	40062
296	19566	39979
297	19725	39897
298	19888	39980
299	20046	40063
300	20202	39989
301	20049	40070
302	20204	40154
303	20356	40067
304	20506	40153
305	20654	40236
306	20805	40322
307	20961	40409
308	21126	40495
309	21300	40582
310	21485	40669
311	21671	40752
312	21851	40833
313	22029	40908
314	22214	40980
315	22406	41050
316	22598	41120
317	22787	41187
318	22967	41251
319	23133	41317
320	23291	41380
321	23448	41427
322	23607	41490
323	23772	41429
324	23943	41491
325	24119	41546
326	24297	41493
327	24478	41433
328	24668	41371
329	24861	41434
330	73097	41373
331	73106	41435
332	73114	41494
333	73122	41437
334	73131	41377
335	73138	41438
336	73145	41495
337	73151	41545
338	73154	41597
339	73149	41645
340	73153	41592
341	73147	41543
342	73152	41595
343	73155	41648
344	73157	41701
345	73160	41754
346	73165	41812
347	73171	41871
348	73179	41927
349	73187	41976
350	73196	42017
351	73204	42054
352	73211	42087
353	73218	42121
354	73226	42155
355	32340	42190
356	32191	42226
357	32342	42264
358	32189	42294
359	32341	42318
360	32187	42300
361	73840	42322
362	73848	42338
363	73855	42320
364	73862	42337
365	73870	42345
366	73876	42332
367	73882	42313
368	73887	42285
369	73889	42252
370	73885	42286
371	73888	42255
372	73883	42287
373	73716	42261
374	73718	42292
375	73721	42317
376	73725	42336
377	73731	42347
378	73738	42355
379	73746	42361
380	73755	42366
381	73764	42370
382	73772	42374
383	73779	42378
384	73786	42383
385	73794	42389
386	36811	42396
387	36638	42403
388	36812	42401
389	36983	42407
390	37149	42412
391	37313	42417
392	37467	42422
393	37320	42427
394	37472	42432
395	37611	42438
396	37741	42443
397	37865	42449
398	37986	42452
399	2	37864
400	4	37739
401	6	37608
402	8	37468
403	10	37315
404	12	37152
405	14	36992
406	17	36822
407	20	36649
408	23	36472
409	26	36637
410	30	74078
411	34	74084
412	38	74091
413	42	74100
414	46	74109
415	50	74118
416	54	74126
417	58	74133
418	63	74140
419	69	74148
420	76	74153
421	84	74159
422	93	74165
423	104	74167
424	117	74163
425	131	74166
426	147	74161
427	164	74022
428	182	74032
429	202	74043
430	225	74054
431	251	74064
432	279	74056
433	308	74063
434	340	74052
435	374	74062
436	410	74069
437	448	74071
438	485	74067
439	521	74070
440	556	74065
441	588	74057
442	618	74046
443	647	74035
444	675	74024
445	705	37612
446	676	37474
447	706	37323
448	734	37475
449	67975	37325
450	67968	37162
451	67960	36998
452	67951	36828
453	67943	36997
454	67935	36840
455	67929	36670
456	67924	36834
457	67921	36662
458	67919	36488
459	67666	36305
460	67667	36489
461	67669	36664
462	67672	36835
463	67676	37003
464	67681	37166
465	67688	37327
466	67696	37476
467	67705	37613
468	67715	37742
469	67726	37866
470	2270	37987
471	2208	38106
472	2148	38227
473	2089	58317
474	2033	58326
475	1980	58335
476	1930	58343
477	1883	58350
478	1840	58357
479	1819	58365
480	1863	58371
481	1907	58377
482	1951	58382
483	1997	58384
484	2045	58380
485	2101	58383
486	2159	58378
487	2220	58246
488	2282	58256
489	2339	58267
490	2391	58278
491	2442	58287
492	2492	58292
493	2544	58289
494	2597	58291
495	2648	58285
496	2696	58290
497	2747	58282
498	2802	58275
499	2860	58284
500	2921	58273
501	2982	58281
502	3042	38508
503	2984	38387
504	3043	38509
505	3097	38390
506	3149	38510
507	3099	38391
508	3150	58078
509	3106	58085
510	3155	58092
511	3201	58100
512	3153	58105
513	3199	58111
514	3241	58117
515	3280	58119
516	3319	58115
517	3358	58118
518	3398	58113
519	3439	57909
520	3482	57920
521	3529	57931
522	3584	57941
523	3644	57949
524	3706	57943
525	3774	57948
526	3846	57939
527	3924	57947
528	4010	57951
529	4106	57945
530	4207	57950
531	4312	39427
532	4422	39342
533	4535	39251
534	4646	39153
535	4751	39248
536	4838	39340
537	4919	39426
538	66914	39338
539	66906	39245
540	66898	39147
541	66889	39043
542	66880	39146
543	66872	39244
544	66865	39144
545	66859	39243
546	66854	39337
547	66851	39425
548	66849	39345
549	66758	39428
550	66759	39346
551	66761	39257
552	66764	39165
553	66768	39259
554	66773	39347
555	66780	39260
556	66788	39167
557	66797	39261
558	66807	39348
