1	0
2	3
3	2
4	0
5	0
6	3
7	2
8	0
9	0
10	3
11	2
12	0
13	0
14	3
15	2
16	0
17	0
18	3
19	2
20	0
21	0
22	3
23	2
24	0
25	0
26	3
27	2
28	0
29	0
30	2
31	0
32	3
33	2
34	0
35	3
36	0
37	2
38	2
39	0
40	3
41	0
42	2
43	2
44	0
45	3
46	0
47	2
48	2
49	0
50	3
51	0
52	2
53	2
54	0
55	3
56	0
57	2
58	2
59	0
60	3
61	0
62	2
63	2
64	0
65	3
66	0
67	2
